Date,Date,BTC-Open,High,Low,BTC-Close,BTC-Volume,Delta,"('Adj Close', 'AADA.SW')","('Adj Close', 'ABBA.SW')","('Adj Close', 'ABCH.SW')","('Adj Close', 'ABNB.SW')","('Adj Close', 'ABTC.SW')","('Adj Close', 'AETH.SW')","('Adj Close', 'ASOL.SW')","('Adj Close', 'AXLM.SW')","('Adj Close', 'AXRP.SW')","('Adj Close', 'AXTZ.SW')","('Adj Close', 'BITC.SW')","('Adj Close', 'BTCA.SW')","('Adj Close', 'BTCB.SW')","('Adj Close', 'BTCW.SW')","('Adj Close', 'ETHB.SW')","('Adj Close', 'ETHE.SW')","('Adj Close', 'ETHW.SW')","('Adj Close', 'HODL.SW')","('Adj Close', 'HODLV.SW')","('Adj Close', 'HODLX.SW')","('Adj Close', 'KEYS.SW')","('Adj Close', 'MOON.SW')","('Adj Close', 'SBTC.SW')","('Adj Close', 'SBTCC.SW')","('Adj Close', 'SBTCU.SW')","('Adj Close', 'SDOT.SW')","('Adj Close', 'SEBAX.SW')","('Adj Close', 'SETH.SW')","('Adj Close', 'SGLD.SW')","('Adj Close', 'VPOL.SW')","('Adj Close', 'XRPL.SW')"
2020-01-17,2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,-203.828125,,20.149999618530273,16.079999923706055,19.440000534057617,42.494998931884766,23.4950008392334,,,14.390000343322754,20.860000610351562,,,,88.0459976196289,,,,,,,14.34000015258789,,,,,,,,150.89999389648438,,
2020-01-20,2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,46.9892578125,,19.729999542236328,15.833999633789062,19.110000610351562,42.81999969482422,24.46500015258789,,,14.79800033569336,23.799999237060547,,,,86.3133773803711,,,,,,,14.199999809265137,,,,,,,,151.27999877929688,,
2020-01-21,2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,-86.9033203125,,19.829999923706055,15.960000038146973,19.0,42.625,24.46500015258789,,,15.100000381469727,24.229999542236328,,,,86.40908813476562,,,,,,,14.140000343322754,,,,,,,,151.17999267578125,,
2020-01-22,2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,63.3349609375,,19.920000076293945,16.173999786376953,19.639999389648438,42.625,24.46500015258789,,,14.916000366210938,24.540000915527344,,,,86.1998291015625,,,,,,,14.079999923706055,,20.602659225463867,,,,,,151.1199951171875,,
2020-01-23,2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,274.134765625,,19.270000457763672,16.007999420166016,18.719999313354492,41.19499969482422,23.854999542236328,,,14.34000015258789,24.540000915527344,,,,83.28463745117188,,,,,,,13.727999687194824,,21.403079986572266,,,,,,151.9199981689453,,
2020-01-24,2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,-39.8671875,,19.520000457763672,15.253999710083008,18.719999313354492,41.93000030517578,23.854999542236328,,,13.75,24.540000915527344,,,,84.55606079101562,,,,,,,13.729999542236328,,20.918920516967773,,,,,,152.5,,
2020-01-27,2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,-312.5107421875,,20.235000610351562,16.92799949645996,19.1299991607666,43.3650016784668,24.81999969482422,,,14.65999984741211,24.540000915527344,,,,87.44039154052734,,,,,,,14.270000457763672,,20.254270553588867,,,,,,153.52000427246094,,
2020-01-28,2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,-446.0654296875,,20.950000762939453,17.483999252319336,19.200000762939453,44.52000045776367,25.15999984741211,,,14.920000076293945,24.540000915527344,,,,89.89447784423828,,,,,,,14.5600004196167,,19.69639015197754,,,,,,152.3800048828125,,
2020-01-29,2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,40.8408203125,,21.709999084472656,18.242000579833984,19.6299991607666,46.27000045776367,25.885000228881836,,,15.029999732971191,24.989999771118164,,,,92.74759674072266,,,,,,,15.09000015258789,,19.087940216064453,,,,,,152.52000427246094,,
2020-01-30,2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,-192.9765625,,21.53499984741211,18.261999130249023,19.6299991607666,45.814998626708984,25.885000228881836,,,15.07800006866455,25.059999465942383,,,,93.37873077392578,,,,,,,15.319999694824219,,18.889999389648438,,,,,,153.5399932861328,,
2020-01-31,2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,157.7841796875,,21.299999237060547,17.261999130249023,19.639999389648438,45.724998474121094,25.985000610351562,,,14.996000289916992,25.899999618530273,,,,92.62114715576172,,,,,,,15.270000457763672,,19.0,,,,,,154.0,,
2020-02-03,2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,51.162109375,,21.530000686645508,18.097999572753906,19.889999389648438,45.724998474121094,27.46500015258789,,,15.956000328063965,31.0,,,,92.8232192993164,,,,,,,15.270000457763672,,19.100500106811523,,,,,,152.8000030517578,,
2020-02-04,2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,111.87890625,,21.329999923706055,18.003999710083008,19.889999389648438,45.720001220703125,27.600000381469727,,,16.979999542236328,31.0,,,,91.63909149169922,,,,,,,15.270000457763672,,19.228599548339844,,,,,,150.8000030517578,,
2020-02-05,2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,-430.0078125,,22.1200008392334,20.3799991607666,20.6200008392334,47.16999816894531,29.139999389648438,,,17.469999313354492,32.97999954223633,,,,94.3649673461914,,,,,,,15.84000015258789,,18.639999389648438,,,,,,151.25999450683594,,
2020-02-06,2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,-111.98046875,,22.899999618530273,20.469999313354492,22.459999084472656,48.4900016784668,31.184999465942383,,,17.780000686645508,33.36000061035156,,,,97.77613830566406,,,,,,,16.219999313354492,,18.030000686645508,,,,,,151.67999267578125,,
2020-02-07,2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,-69.9404296875,,23.100000381469727,20.600000381469727,23.84000015258789,48.630001068115234,32.65999984741211,,,17.746000289916992,33.689998626708984,,,,83.94999694824219,,,,,,,16.440000534057617,,17.860000610351562,,,,,,152.55999755859375,,
2020-02-10,2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,258.9482421875,,23.170000076293945,21.69499969482422,27.690000534057617,48.76499938964844,33.0099983215332,,,17.483999252319336,41.529998779296875,,,,90.37000274658203,,,,,,,16.739999771118164,,17.860000610351562,,,,,,152.8000030517578,,
2020-02-11,2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,-352.3447265625,,24.235000610351562,21.450000762939453,27.450000762939453,51.0,34.09000015258789,,,17.417999267578125,43.439998626708984,,,,93.91999816894531,,,,,,,17.1299991607666,,17.2379093170166,,,,,,151.67999267578125,,
2020-02-12,2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,-123.6669921875,,24.799999237060547,22.270000457763672,27.850000381469727,51.560001373291016,38.0099983215332,,,18.76799964904785,51.959999084472656,,,,95.02999877929688,,,,,,,17.68000030517578,,17.020000457763672,,,,,,151.82000732421875,,
2020-02-13,2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,109.5810546875,,24.760000228881836,22.290000915527344,27.889999389648438,51.0,39.91999816894531,,,21.079999923706055,49.81999969482422,,,,94.66999816894531,,,,,,,17.75,,17.139999389648438,,,,,,153.0,,
2020-02-14,2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,-100.5654296875,,25.0,23.049999237060547,28.209999084472656,51.34000015258789,40.875,,,20.94499969482422,54.290000915527344,,,,94.66999816894531,,,,,,,17.75,,17.139999389648438,,,,,,153.39999389648438,,
2020-02-17,2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,246.41796875,,23.5,18.100000381469727,25.43000030517578,48.38999938964844,38.560001373291016,,,17.860000610351562,49.029998779296875,,,,89.33999633789062,,,,,,,16.450000762939453,,,,,,,,153.47999572753906,,
2020-02-18,2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,-450.765625,,23.559999465942383,19.0,26.030000686645508,48.4900016784668,39.6150016784668,,,18.350000381469727,53.349998474121094,,,,91.30000305175781,,,,24.810199737548828,,,16.59000015258789,30.0,17.389999389648438,,,,,,155.33999633789062,,
2020-02-19,2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,510.412109375,,24.889999389648438,19.690000534057617,26.809999465942383,50.869998931884766,41.92499923706055,,,18.718000411987305,59.70000076293945,,,,93.98999786376953,,,,25.46139907836914,,,17.47599983215332,31.0,17.389999389648438,,,,,,155.6199951171875,,
2020-02-20,2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,20.849609375,,23.25,17.22800064086914,23.75,47.970001220703125,37.54999923706055,,,17.190000534057617,57.630001068115234,,,,88.66000366210938,,,,23.556900024414062,,,16.40999984741211,31.0,17.389999389648438,,,,,,157.25999450683594,,
2020-02-21,2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,-74.6591796875,,23.59000015258789,17.965999603271484,24.149999618530273,48.78499984741211,39.029998779296875,,,17.52400016784668,58.34000015258789,,,,89.29000091552734,,,,24.12969970703125,,,16.489999771118164,29.350000381469727,17.389999389648438,,,,,,159.74000549316406,,
2020-02-24,2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,271.408203125,,23.670000076293945,18.552000045776367,24.299999237060547,48.3849983215332,39.65999984741211,,,17.360000610351562,51.31999969482422,,,,89.29000091552734,,,,24.140600204467773,,,16.763999938964844,29.5,17.389999389648438,,,,,,162.4199981689453,,
2020-02-25,2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,309.607421875,,23.010000228881836,17.082000732421875,22.290000915527344,46.53499984741211,36.93000030517578,,,16.3700008392334,44.65999984741211,,,,86.08999633789062,,,,,,,15.956000328063965,28.15999984741211,17.389999389648438,,,,,,160.1199951171875,,
2020-02-26,2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,517.767578125,,21.780000686645508,15.100000381469727,20.829999923706055,45.0,32.91999816894531,,,14.850000381469727,42.2599983215332,,,,81.30000305175781,,,,21.357900619506836,,,15.026000022888184,25.709999084472656,17.389999389648438,,,,,,158.6999969482422,,
2020-02-27,2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,40.599609375,,21.399999618530273,15.258000373840332,21.170000076293945,43.724998474121094,34.45500183105469,,,15.380000114440918,43.36000061035156,,,,81.30000305175781,,,,21.417800903320312,,,14.829999923706055,25.809999465942383,19.700000762939453,,,,,,159.9199981689453,,
2020-02-28,2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,116.2734375,,20.530000686645508,14.791999816894531,20.8799991607666,42.5099983215332,33.26499938964844,,,15.02400016784668,43.540000915527344,,,,78.91000366210938,,,,21.06290054321289,,,14.399999618530273,25.399999618530273,21.059999465942383,,,,,,154.02000427246094,,
2020-03-02,2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,-306.4052734375,,20.8799991607666,15.800000190734863,21.520000457763672,42.79999923706055,33.5,,,14.996000289916992,44.290000915527344,,,,79.2300033569336,,,,21.26300048828125,,,14.869999885559082,25.329999923706055,21.209999084472656,,,,,,154.67999267578125,,
2020-03-03,2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,77.6015625,,20.739999771118164,15.52400016784668,21.43000030517578,42.33000183105469,32.04999923706055,,,14.760000228881836,42.849998474121094,,,,77.86000061035156,,,,21.03019905090332,,,14.760000228881836,25.329999923706055,21.209999084472656,,,,,,158.60000610351562,,
2020-03-04,2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,33.2958984375,,20.440000534057617,14.994000434875488,21.81999969482422,42.810001373291016,32.04999923706055,,,14.979999542236328,45.790000915527344,,,,78.05000305175781,,,,20.827600479125977,,,14.630000114440918,25.329999923706055,21.209999084472656,,,,,,159.10000610351562,,
2020-03-05,2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,-318.4775390625,,21.020000457763672,16.142000198364258,23.09000015258789,43.8849983215332,33.26499938964844,,,15.118000030517578,49.38999938964844,,,,81.06999969482422,,,,21.730100631713867,,,15.199999809265137,25.329999923706055,21.209999084472656,,,,,,160.9199981689453,,
2020-03-06,2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,-44.2373046875,,20.899999618530273,16.257999420166016,23.09000015258789,43.28499984741211,33.470001220703125,,,15.354000091552734,49.400001525878906,,,,80.25,,,,21.714500427246094,,,15.34000015258789,26.780000686645508,21.209999084472656,,,,,,162.1199951171875,,
2020-03-09,2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,187.501953125,,17.610000610351562,12.592000007629395,17.489999771118164,37.95500183105469,28.09000015258789,,,12.994000434875488,36.16999816894531,,,,68.41000366210938,,,,18.27440071105957,,,13.239999771118164,23.200000762939453,21.209999084472656,,,,,,161.97999572753906,,
2020-03-10,2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,12.41748046875,,18.34000015258789,13.045999526977539,18.079999923706055,37.26499938964844,28.09000015258789,,,13.260000228881836,40.31999969482422,,,,68.83000183105469,,,,18.424299240112305,,,13.40999984741211,23.100000381469727,21.209999084472656,,,,,,160.66000366210938,,
2020-03-11,2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,-1.34033203125,,18.003999710083008,12.303999900817871,17.959999084472656,37.349998474121094,27.469999313354492,,,13.010000228881836,40.31999969482422,,,,68.87000274658203,,,,18.297100067138672,,,12.920000076293945,23.100000381469727,21.690000534057617,,,,,,159.94000244140625,,
2020-03-12,2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,2942.828125,,16.1200008392334,8.949999809265137,16.149999618530273,29.454999923706055,20.135000228881836,,,10.411999702453613,26.979999542236328,,,,55.470001220703125,,,,14.168499946594238,,,9.970000267028809,17.0,28.0,,,,,,152.5399932861328,,
2020-03-13,2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,-545.8759765625,,13.239999771118164,8.37600040435791,12.0,25.0,18.785999298095703,,,9.100000381469727,26.440000534057617,,,,49.18000030517578,,,,12.354700088500977,,,9.350000381469727,16.0,28.0,,,,,,148.0,,
2020-03-16,2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,370.74951171875,,10.140000343322754,7.683000087738037,10.529999732971191,22.0,15.956000328063965,,,9.0,21.704999923706055,,,,46.26499938964844,,,,12.059200286865234,,,8.319999694824219,13.390000343322754,32.5,,,,,,145.8800048828125,,
2020-03-17,2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,-223.05126953125,,12.489999771118164,8.399999618530273,11.100000381469727,26.049999237060547,16.945999145507812,,,9.0,22.719999313354492,,,,47.8849983215332,,,,11.821900367736816,,,8.760000228881836,14.640000343322754,32.5,,,,,,148.9600067138672,,
2020-03-18,2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,-11.32470703125,,12.069999694824219,8.779999732971191,11.100000381469727,26.049999237060547,16.945999145507812,,,9.0,21.079999923706055,,,,47.8849983215332,,,,11.934900283813477,,,8.609999656677246,14.277999877929688,32.5,,,,,,146.72000122070312,,
2020-03-19,2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,-945.7763671875,,13.73799991607666,9.156999588012695,12.779999732971191,30.295000076293945,19.823999404907227,,,9.814000129699707,25.639999389648438,,,,56.45000076293945,,,,,,,9.960000038146973,14.277999877929688,25.3799991607666,,,,,,143.22000122070312,,
2020-03-20,2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,-7.12451171875,,15.79800033569336,11.149999618530273,14.0,31.670000076293945,21.940000534057617,,,10.605999946594238,28.860000610351562,,,,59.02000045776367,,,,15.073699951171875,,,10.3100004196167,14.277999877929688,23.0,,,,,,144.97999572753906,,
2020-03-23,2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,-584.9404296875,,13.75,9.894000053405762,13.239999771118164,31.584999084472656,19.531999588012695,,,9.932999610900879,25.139999389648438,,,,58.81999969482422,,,,14.023099899291992,,,10.130000114440918,17.5,23.969999313354492,,,,,,149.89999389648438,,
2020-03-24,2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,-298.1611328125,,15.5,10.472000122070312,13.239999771118164,33.65999984741211,20.079999923706055,,,10.232000350952148,27.270000457763672,,,,60.54999923706055,,,,14.745699882507324,,,10.649999618530273,18.299999237060547,22.299999237060547,,,,,,157.32000732421875,,
2020-03-25,2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,57.65380859375,,16.229999542236328,10.399999618530273,13.35200023651123,33.45500183105469,20.079999923706055,,,10.039999961853027,27.270000457763672,,,,61.29999923706055,,,,14.743900299072266,,,10.682000160217285,17.979999542236328,22.299999237060547,,,,,,157.1199951171875,,
2020-03-26,2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,-41.26953125,,15.35200023651123,10.505999565124512,13.35200023651123,32.689998626708984,19.809999465942383,,,10.149999618530273,27.270000457763672,,,,60.13999938964844,,,,14.762100219726562,,,10.680000305175781,17.979999542236328,22.299999237060547,,,,,,157.13999938964844,,
2020-03-27,2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,249.5908203125,,15.479999542236328,10.541999816894531,13.9399995803833,32.2599983215332,19.719999313354492,,,10.878000259399414,27.270000457763672,,,,59.81999969482422,,,,15.019399642944336,,,10.699999809265137,18.1299991607666,22.299999237060547,,,,,,157.75999450683594,,
2020-03-30,2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,-504.30322265625,,14.380000114440918,10.381999969482422,13.569999694824219,30.56999969482422,18.868000030517578,,,10.911999702453613,25.6200008392334,,,,57.93000030517578,,,,14.485400199890137,,,10.380000114440918,17.1200008392334,22.299999237060547,,,,,,157.55999755859375,,
2020-03-31,2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,-8.0380859375,,14.829999923706055,10.484000205993652,13.579999923706055,31.530000686645508,19.284000396728516,,,10.98799991607666,25.6200008392334,,,,58.459999084472656,,,,14.742500305175781,,,10.430000305175781,17.65999984741211,22.299999237060547,,,,,,155.02000427246094,,
2020-04-01,2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,-169.45703125,,14.5,10.329999923706055,13.588000297546387,30.375,19.284000396728516,,,10.894000053405762,25.489999771118164,,,,57.38999938964844,,,,14.389699935913086,,,10.039999961853027,17.309999465942383,23.3799991607666,,,,,,153.67999267578125,,
2020-04-02,2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,-186.84814453125,,15.739999771118164,10.699999809265137,14.149999618530273,32.73500061035156,20.239999771118164,,,11.178000450134277,26.93000030517578,,,,62.04999923706055,,,,15.345399856567383,,,10.880000114440918,17.309999465942383,22.049999237060547,,,,,,156.13999938964844,,
2020-04-03,2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,64.00927734375,,15.90999984741211,11.062000274658203,14.149999618530273,33.255001068115234,20.815000534057617,,,11.253999710083008,26.93000030517578,,,,62.04999923706055,,,,15.434399604797363,,,10.880000114440918,17.309999465942383,22.049999237060547,,,,,,156.6999969482422,,
2020-04-06,2020-04-06,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615,-483.7314453125,,16.649999618530273,11.371999740600586,15.4399995803833,35.30500030517578,23.084999084472656,,,11.803999900817871,28.299999237060547,,,,65.44000244140625,,,,16.32309913635254,,,11.550000190734863,17.309999465942383,22.049999237060547,,,,,,158.0,,
2020-04-07,2020-04-07,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668,97.2294921875,,17.219999313354492,12.5,16.309999465942383,36.0,24.719999313354492,,,12.72599983215332,32.18000030517578,,,,66.88999938964844,,,,17.065399169921875,,,11.979999542236328,17.309999465942383,22.049999237060547,,,,,,160.86000061035156,,
2020-04-08,2020-04-08,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549,-154.8154296875,,17.215999603271484,12.937999725341797,16.309999465942383,35.904998779296875,24.719999313354492,,,12.618000030517578,31.530000686645508,,,,66.81999969482422,,,,16.89419937133789,,,11.979999542236328,20.5049991607666,22.049999237060547,,,,,,160.39999389648438,,
2020-04-09,2020-04-09,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178,35.876953125,,17.200000762939453,12.32800006866455,16.309999465942383,35.900001525878906,24.719999313354492,,,12.618000030517578,31.270000457763672,,,,66.73999786376953,,,,17.236900329589844,,,11.979999542236328,20.729999542236328,22.049999237060547,,,,,,162.6199951171875,,
2020-04-14,2020-04-14,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052,0.85400390625,,16.079999923706055,10.649999618530273,17.079999923706055,33.619998931884766,23.350000381469727,,,11.734000205993652,31.270000457763672,,,,63.29999923706055,,,,,,,11.380000114440918,19.0,22.049999237060547,,,,,,168.02000427246094,,
2020-04-15,2020-04-15,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031,203.45166015625,,15.8100004196167,10.649999618530273,16.610000610351562,33.040000915527344,22.93000030517578,,,11.612000465393066,29.8799991607666,,,,61.59000015258789,,,,15.709500312805176,,,11.161999702453613,19.16200065612793,22.049999237060547,,,,,,166.32000732421875,,
2020-04-16,2020-04-16,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377,-476.35009765625,,16.45199966430664,10.767999649047852,16.670000076293945,34.439998626708984,24.895000457763672,,,11.946000099182129,31.700000762939453,,,,64.30000305175781,,,,16.536800384521484,,,11.489999771118164,19.16200065612793,22.049999237060547,,,,,,167.3000030517578,,
2020-04-17,2020-04-17,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567,20.3681640625,,16.6299991607666,10.883999824523926,16.829999923706055,34.439998626708984,24.895000457763672,,,11.942000389099121,33.90999984741211,,,,64.30999755859375,,,,16.498899459838867,,,11.600000381469727,19.16200065612793,22.049999237060547,,,,,,162.9600067138672,,
2020-04-20,2020-04-20,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936,304.9150390625,,16.739999771118164,10.727999687194824,17.15999984741211,34.665000915527344,26.170000076293945,,,12.003999710083008,35.61000061035156,,,,64.75,,,,16.635799407958984,,,11.930000305175781,20.3799991607666,22.049999237060547,,,,,,163.97999572753906,,
2020-04-21,2020-04-21,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511,-0.5390625,,16.25,10.182000160217285,16.56999969482422,33.56999969482422,24.924999237060547,,,11.657999992370605,33.209999084472656,,,,62.75,,,,16.13949966430664,,,11.260000228881836,19.600000381469727,22.049999237060547,,,,,,164.36000061035156,,
