,Time,bitfinex,bitstamp,btce,cex.io,coinbase,gemini,itbit,kraken,okcoin,others
0,2017-02-21 00:00:00 UTC,0.0236026190707377,0.0901000038868378,0.0854804130268352,0.216764165022845,0.0239721160174481,0.034287491111817,0.225751244945559,0.145045188013113,0.0600769596887368,1.5566044601277886
1,2017-02-22 00:00:00 UTC,0.0249761790864795,0.102298065485911,0.104175168722206,0.227681968155983,0.0318775898801337,0.0339592400866446,0.0931755179424825,0.190306097506411,0.0517551753710703,2.536673250632808
2,2017-02-23 00:00:00 UTC,0.0281047095461697,0.0906618606501972,0.106918376708983,0.176782409957898,0.0289469629626422,0.0272749873020727,0.0799293163665938,0.1608283759422,0.0622055232593771,2.655819562708119
3,2017-02-24 00:00:00 UTC,0.0342592879270677,0.110679719866953,0.122630302619121,0.196920380711886,0.0596138376574555,0.0613143144408319,0.0657644697930616,0.287391705701924,0.114008023602082,1.9049629843054128
4,2017-02-25 00:00:00 UTC,0.0291733342887171,0.125003806585245,0.13293781219694,0.178468523296755,0.0316322995963214,0.0818186068652591,0.0661558448421886,0.288129583322905,0.0761781955693902,1.542869573460391
5,2017-02-26 00:00:00 UTC,0.0295723655563682,0.0997416150320205,0.122942969629143,0.182706261132497,0.0160277952253086,0.0665748039399968,0.0662213962414486,0.251416077779104,0.0708210600484054,1.2406654486842272
6,2017-02-27 00:00:00 UTC,0.0285338940213452,0.149385596066809,0.143447766786629,0.121966047724571,0.0229691369035573,0.044401654546912,0.0635841558686106,0.2022754868822,0.0657250304814884,1.2980578997169216
7,2017-02-28 00:00:00 UTC,0.0243568571582188,0.092729173058817,0.218949739950339,0.153235295052496,0.0224175707805015,0.0509840477824925,0.180756240634667,0.251654266701326,0.0506331191082276,1.8939998410261756
8,2017-03-01 00:00:00 UTC,0.0240549516209369,0.0886051519791999,0.194090033760982,0.18567002210169,0.0213171651196874,0.0335666791455996,0.0683505593859915,0.220121126327922,0.0342570802095933,2.454159962470146
9,2017-03-02 00:00:00 UTC,0.0229778297488244,0.110972799862126,0.147547534449311,0.205886242288197,0.0349633933275062,0.0272130842394576,0.0774116491433108,0.216397001695265,0.0529366644800579,2.29546735159038
10,2017-03-03 00:00:00 UTC,0.0342099502485129,0.120224959415891,0.129318584530001,0.204337480368693,0.0254132319849114,0.0476497724727766,0.0558021968158405,0.339313991559546,0.041087564088868,2.316560382609783
