FundLongName,ValorSymbol,FundReutersTicker,FundBloombergTicker,ValorNumber,ISIN,IssuerLongNameDesc,IssuerNameFull,TradingBaseCurrency,FundCurrency,ManagementFee,ReplicationMethodDesc,ManagementStyleDesc,MarketMakers,ClosingPrice,ClosingPerformance,ClosingDelta,FundUnderlyingDescription,BidVolume,BidPrice,AskVolume,AskPrice,MidSpread,PreviousClosingPrice,MarketDate,MarketTime,OpeningPrice,OpeningPrice,DailyLowPrice,OnMarketVolume,OffBookVolume,TotalTurnover,TotalTurnoverCHF,ProductLineDesc,AssetClassDesc,UnderlyingGeographicalDesc,LegalStructureCountryDesc,UnderlyingProviderDesc
COINSHARES PHYSICAL ETHEREUM (ETH),ETHE,ETHE S,ETHE SE,59635770,GB00BLD4ZM24,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,USD,USD,1.25,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,86.36,-3.08,-2.74,Ethereum,184,53.8,166,135,86.0169,89.1,20220218,,86.36,86.36,86.36,100,0,8636,7948.57,Exchange Traded Product,Other,Global,United Kingdom,CoinShares
COINSHARES PHYSICAL LITECOIN (LTC),LITE,LITECHF.S,LITECHF SE,110674421,GB00BLD4ZP54,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,CHF,USD,1.5,Unknown,passive,Flow Traders B.V.,21.235,-5.26,-1.18,Litecoin,0,,50,99,,22.415,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,United Kingdom,Unknown
COINSHARES PHYSICAL LITECOIN (LTC),LITE,LITEEUR.S,LITEEUR SE,110674421,GB00BLD4ZP54,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,EUR,USD,1.5,Unknown,passive,Flow Traders B.V.,20.18,-5.85,-1.255,Litecoin,0,,0,,,21.435,20220218,,20.18,20.18,20.18,6,0,121.08,126.75,Exchange Traded Product,Other,Global,United Kingdom,Unknown
COINSHARES PHYSICAL LITECOIN (LTC),LITE,LITE.S,LITE SE,110674421,GB00BLD4ZP54,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,USD,USD,1.5,Unknown,passive,Flow Traders B.V.,23.055,-5.4,-1.315,Litecoin,0,,0,,,24.37,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,United Kingdom,Unknown
COINSHARES PHYSICAL XRP,XRPL,XRPLCHF S,XRPLCHF SE,110676560,GB00BLD4ZN31,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,CHF,USD,1.5,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,27.935,-6.1,-1.815,XRP/CHF ,0,,0,,,29.75,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,United Kingdom,CoinShares 
COINSHARES PHYSICAL XRP,XRPL,XRPLEUR S,XRPLEUR SE,110676560,GB00BLD4ZN31,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,EUR,USD,1.5,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,26.77,-4.8,-1.35,XRP/CHF ,0,,0,,,28.12,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,United Kingdom,CoinShares 
COINSHARES PHYSICAL XRP,XRPL,XRPL S,XRPL SE,110676560,GB00BLD4ZN31,CoinShares Digital Securities Limited,CoinShares Digital Securities Limited,USD,USD,1.5,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,31.4,-1.44,-0.46,XRP/CHF ,0,,0,,,31.86,20220218,,31.7,31.7,31.4,5711,0,180375.4,166017.52,Exchange Traded Product,Other,Global,United Kingdom,CoinShares 
DOTetc - ETC Group Physical Polkadot ETP,PLKA,PLKACHF.S,PLKACHF SE,115256505,DE000A3GVKX6,ETC Issuance GmbH,ETC Issuance GmbH,CHF,USD,1.95,physical,passive,Flow Traders B.V.,4.126,-3.72,-0.1595,CCCAGG Polkadot Price Index,0,,0,,,4.2855,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,N/A
DOTetc - ETC Group Physical Polkadot ETP,PLKA,PLKAGBP.S,PLKAGBP SE ,115256505,DE000A3GVKX6,ETC Issuance GmbH,ETC Issuance GmbH,GBP,USD,1.95,physical,passive,Flow Traders B.V.,3.2975,-3.61,-0.1235,CCCAGG Polkadot Price Index,0,,0,,,3.421,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,N/A
DOTetc - ETC Group Physical Polkadot ETP,PLKA,PLKA.S,PLKA SE ,115256505,DE000A3GVKX6,ETC Issuance GmbH,ETC Issuance GmbH,USD,USD,1.95,physical,passive,Flow Traders B.V.,4.48,-3.83,-0.1785,CCCAGG Polkadot Price Index,0,,0,,,4.6585,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,N/A
ETHetc - Physical Ethereum,ZETH,ZETHCHF.S,ZETHCHF SE,110488627,DE000A3GMKD7,ETC Issuance GmbH,ETC Issuance GmbH,CHF,USD,1.49,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,25.75,-5.49,-1.495,XET CFIX Curncy,0,,0,,,27.245,20220218,,26.065,26.065,25.75,359,0,9260,9260,Exchange Traded Product,Other,Global,Germany,N/A
ETHetc - Physical Ethereum,ZETH,ZETHGBP.S,ZETHGBP SE,110488627,DE000A3GMKD7,ETC Issuance GmbH,ETC Issuance GmbH,GBP,USD,1.49,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,20.38,-6.23,-1.355,XET CFIX Curncy,0,,0,,,21.735,20220218,,20.575,20.575,20.38,475,0,9739.98,12214.91,Exchange Traded Product,Other,Global,Germany,N/A
ETHetc - Physical Ethereum,ZETH,ZETH.S,ZETH SE,110488627,DE000A3GMKD7,ETC Issuance GmbH,ETC Issuance GmbH,USD,USD,1.49,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,27.98,-5.52,-1.635,XET CFIX Curncy,0,,0,,,29.615,20220218,,27.98,27.98,27.98,284,0,7946.32,7313.79,Exchange Traded Product,Other,Global,Germany,N/A
GPF Physical Copper ETC ,TCOP,TCOP.S,TCOP SE,112161508,XS2314659447,GPF Metals plc,GPF Metals plc,CHF,USD,0.85,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),9.207,0,0,LME Cash Copper Price,0,,0,,,9.207,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,N/A
GPF Physical Gold ETC ,TGLD,TGLD.S,TGLD SE,58961848,XS2265368097,GPF Metals plc,GPF Metals plc,CHF,USD,0.12,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),17.344,0.09,0.016,LBMA Spot Gold Price,0,,0,,,17.328,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,N/A
GPF Physical Nickel ETC,TNIK,TNIK.S,TNIK SE,112161525,XS2314660700,GPF Metals plc,GPF Metals plc,CHF,USD,0.75,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),22.28,1.92,0.42,LME Cash Nickel Price,0,,0,,,21.86,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,N/A
GPF Physical Palladium ETC,TPAL,TPAL.S,TPAL SE,58847495,XS2265370234,GPF Metals plc,GPF Metals plc,CHF,USD,0.2,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),21.51,0,0,LPPM Spot Palladium Price,0,,0,,,21.51,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,n/a
GPF Physical Platinum ETC,TPLT,TPLT.S,TPLT SE,58847471,XS2265369731,GPF Metals plc,GPF Metals plc,CHF,USD,0.2,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),9.909,-1.03,-0.103,LPPM Spot Platinum Price,0,,0,,,10.012,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,N/A
GPF Physical Silver ETC,TSLV,TSLV.S,TSLV SE,58847211,XS2265369574,GPF Metals plc,GPF Metals plc,CHF,USD,0.2,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),21.985,0.14,0.03,LBMA Spot Silver Price,0,,0,,,21.955,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,N/A
Iconic Funds Physical Bitcoin ETP,XBTI,XBTIUSD S ,XBTIUSD SE ,110570684,DE000A3GK2N1,Iconic Funds BTC ETN GmbH,Iconic Funds BTC ETN GmbH,CHF,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F,3.673,-4.4,-0.169,NYSE Bitcoin Index,0,,500,4.5,,3.842,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,Unknown
Iconic Funds Physical Bitcoin ETP,XBTI,XBTIUSD S ,XBTIUSD SE ,110570684,DE000A3GK2N1,Iconic Funds BTC ETN GmbH,Iconic Funds BTC ETN GmbH,USD,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F,3.99,-4.43,-0.185,NYSE Bitcoin Index,0,,0,,,4.175,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,Unknown
Invesco Physical Bitcoin ETP,BTIC,BTIC.S,BTIC SE,114433069,XS2376095068,Invesco,Invesco Digital Markets plc,USD,USD,0.99,Physical,passive,Flow Traders B.V.,40.13,-4.53,-1.905,Coinshares Bitcoin Hourly Reference Rate - 4pm Fixing,0,,0,,,42.035,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,Invesco Digital Markets 
Invesco Physical Gold ETC,SGLD,SGLD.S,SGLD SE,10326235,IE00B579F325,Invesco,Invesco Physical Markets plc,USD,USD,0.12,Physical,passive,Flow Traders B.V.|Optiver V.O.F|Virtu Financial Ireland Ltd.,183.3,0.14,0.26,physical gold,6,170,0,,0,183.04,20220218,,183.16,183.16,183.16,2407,0,441826.4,406657.02,Exchange Traded Product,Commodities,Global,Ireland,Unknown
Invesco Physical Gold EUR Hedged ETC,SGLE,SGLE.S,SGLE SE,55529265,XS2183935274,Invesco,Invesco Physical Markets plc,EUR,EUR,0.19,Physical,passive,Flow Traders B.V.,48.5,0.46,0.22,LBMA Gold Price (PM),0,,0,,,48.28,20220218,,,,,0,0,0,0,Exchange Traded Product,Commodities,Global,Ireland,Invesco
LTCetc - Physical Litecoin,ELTC,ELTCCHF.S,ELTCCHF SE,111198508,DE000A3GN5J9,ETC Issuance GmbH,ETC Issuance GmbH,CHF,USD,2,Physical,passive,Flow Traders B.V.,10.752,-3.4,-0.378,XLC CFIX Curncy,0,,0,,,11.13,20220218,,10.88,10.88,10.752,18892,0,205507.18,205507.18,Exchange Traded Product,Other,Global,Germany,N/A
LTCetc - Physical Litecoin,ELTC,ELTCGBP.S,ELTCGBP SE,111198508,DE000A3GN5J9,ETC Issuance GmbH,ETC Issuance GmbH,GBP,USD,2,Physical,passive,Flow Traders B.V.,8.676,-2.25,-0.2,XLC CFIX Curncy,0,,0,,,8.876,20220218,,8.668,8.668,8.668,8286,0,71856.19,90114.85,Exchange Traded Product,Other,Global,Germany,N/A
LTCetc - Physical Litecoin,ELTC,ELTC.S,ELTC SE,111198508,DE000A3GN5J9,ETC Issuance GmbH,ETC Issuance GmbH,USD,USD,2,Physical,passive,Flow Traders B.V.,11.81,-2.38,-0.288,XLC CFIX Curncy,0,,0,,,12.098,20220218,,11.816,11.816,11.81,16560,0,195714.36,180135.5,Exchange Traded Product,Other,Global,Germany,N/A
SEBA Bitcoin ETP (CHF - hedged),SBTCC,SBTCC.S,SBTCC SE,57468368,CH0574683683,SEBA Bank AG,SA1 Issuer Limited,CHF,CHF,1.5,Unknown,passive,GHCO (Goldenberg Hehmeyer LLP),3.4895,-4.53,-0.1655,Bitcoin,0,,1200,5.8,,3.655,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,United Kingdom,United Kingdom,Unknown 
SEBA Bitcoin ETP (USD),SBTCU,SBTCU.S,SBTCU SE,55887593,CH0558875933,SEBA Bank AG,SA1 Issuer Limited,USD,USD,0.75,Unknown,passive,GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,3.897,-6.02,-0.2495,Bitcoin,45454,3.1,0,,0,4.1465,20220218,,3.996,3.996,3.897,39200,0,156501.05,144043.57,Exchange Traded Product,Other,United Kingdom,United Kingdom,
SEBA Crypto Asset Select Index ETP (USD),SEBAX,SEBAX.S,SEBAX SE,56845270,CH0568452707,SEBA Bank AG,SA1 Issuer Limited,USD,USD,1.5,Unknown,passive,GHCO (Goldenberg Hehmeyer LLP),34.35,-8.47,-3.18,SEBA Crypto Asset Select Index,3000,33,480,45,30.7692,37.53,20220218,,35.595,35.595,34.35,3160,0,110503.08,101707.03,Exchange Traded Product,Other,United Kingdom,United Kingdom,Unknown
SEBA Ethereum ETP (USD),SETH,SETH .S,SETH SE,58741863,CH0587418630,SEBA Bank AG,SA1 Issuer Limited,USD,USD,0.75,Unknown,passive,GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,2.782,-6.35,-0.1885,Ethereum,30000,2.22,0,,0,2.9705,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,United Kingdom,United Kingdom,Unknown
SEBA Polkadot ETP (USD),SDOT,SDOT.S,SDOT SE,111351687,CH1113516871,SEBA Bank AG,SA1 Issuer Limited,USD,USD,1.25,Physical,passive,GHCO (Goldenberg Hehmeyer LLP),17.904,-3.68,-0.684,Polkadot,200,16.3,200,29.3,57.0175,18.588,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,United Kingdom,United Kingdom,Unknown
SOLetc - ETC Group Physical Solana ETP,ESOL,ESOLCHF.S,ESOLCHF SE,115256504,DE000A3GVKZ1,ETC Issuance GmbH,ETC Issuance GmbH,CHF,USD,1.95,physical,passive,Flow Traders B.V.,8.386,-6.43,-0.576,CCCAGG Solana Price Index,0,,0,,,8.962,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,Unknown
SOLetc - ETC Group Physical Solana ETP,ESOL,ESOLGBP.S,ESOLGBP SE,115256504,DE000A3GVKZ1,ETC Issuance GmbH,ETC Issuance GmbH,GBP,USD,1.95,physical,passive,Flow Traders B.V.,6.703,-6.24,-0.446,CCCAGG Solana Price Index,0,,0,,,7.149,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,Unknown
SOLetc - ETC Group Physical Solana ETP,ESOL,ESOL.S,ESOL SE,115256504,DE000A3GVKZ1,ETC Issuance GmbH,ETC Issuance GmbH,USD,USD,1.95,physical,passive,Flow Traders B.V.,9.108,-6.52,-0.635,CCCAGG Solana Price Index,0,,0,,,9.743,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,Unknown
Sygnum Platform Winners Index ETP,MOON,MOON.S ,MOON.SE,50879345,CH0508793459,21Shares AG,21Shares AG,USD,USD,2.5,Unknown,passive,Flow Traders B.V.,16.96,-5.67,-1.02,21Shares Sygnum Platform Winners Index,15,17,2000,20.3,17.6944,17.98,20220218,,17.734,17.734,16.96,4964,0,85830.94,78998.8,Exchange Traded Product,Other,Global,Switzerland,N/A 
VanEck Avalanche ETN,VAVA,VAVACHF.S,VAVACHF SE,115281640,DE000A3GV1T7,VanEck ETP AG,VanEck ETP AG,CHF,USD,1.5,unknown,passive,Flow Traders B.V.,9.066,-1.98,-0.183,MVIS CryptoCompare Avalanche VWAP Close Index ,0,,0,,,9.249,20220218,,9.066,9.066,9.066,937,0,8494.84,8494.84,Exchange Traded Product,Other,Global,Germany,VanEck ETP AG
VanEck Avalanche ETN,VAVA,VAVA.S,VAVA SE,115281640,DE000A3GV1T7,VanEck ETP AG,VanEck ETP AG,USD,USD,1.5,unknown,passive,Flow Traders B.V.,9.228,-8.27,-0.832,MVIS CryptoCompare Avalanche VWAP Close Index ,1300,7.25,0,,0,10.06,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,VanEck ETP AG
VanEck Bitcoin ETN,VBTC,VETHCHF.S ,VBTCCHF SE,58450415,DE000A28M8D0,VanEck ETP AG,VanEck ETP AG,CHF,USD,1,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,20.39,-5.21,-1.12,MVIS CryptoCompare Bitcoin VWAP Close Index (MVBTCV Index),0,,100,24.95,,21.51,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Switzerland,Switzerland,VanEck
VanEck Bitcoin ETN,VBTC,VBTC.S ,VBTC SE,58450415,DE000A28M8D0,VanEck ETP AG,VanEck ETP AG,USD,USD,1,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,22.14,-4.49,-1.04,MVIS CryptoCompare Bitcoin VWAP Close Index (MVBTCV Index),150,10,0,,0,23.18,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Switzerland,Switzerland,VanEck
VanEck Crypto Leaders ETN,VTOP,VTOPCHF.S,VTOPCHF SE,115718916,DE000A3GWEU3,VanEck ETP AG,VanEck ETP AG,CHF,USD,1.5,Physical,passive,Flow Traders B.V.,7.431,-5.27,-0.413,MVIS CryptoCompare Crypto Leaders VWAP Close Index ,0,,0,,,7.844,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Liechtenstein,N/A
VanEck Crypto Leaders ETN,VTOP,VTOP.S,VTOP SE,115718916,DE000A3GWEU3,VanEck ETP AG,VanEck ETP AG,USD,USD,1.5,Physical,passive,Flow Traders B.V.,8.071,-5.31,-0.453,MVIS CryptoCompare Crypto Leaders VWAP Close Index ,0,,0,,,8.524,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Liechtenstein,N/A
VanEck Ethereum ETN,VETH,VETHCHF.S ,VETHCHF SE,110830519,DE000A3GPSP7,VanEck ETP AG,VanEck ETP AG,CHF,USD,1,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,15.674,-6.48,-1.086,MVIS CryptoCompare Ethereum VWAP Close Index (MVETHV Index),250,7,51,22.25,104.2735,16.76,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Switzerland,Switzerland,Unknown
VanEck Ethereum ETN,VETH,VETH.S ,VETH SE,110830519,DE000A3GPSP7,VanEck ETP AG,VanEck ETP AG,USD,USD,1,Unknown,passive,Flow Traders B.V.|Optiver V.O.F,17.018,-6.58,-1.198,MVIS CryptoCompare Ethereum VWAP Close Index (MVETHV Index),400,10,0,,0,18.216,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Switzerland,Switzerland,Unknown
VanEck Polkadot ETN,VDOT,VDOTCHF.S,VDOTCHF SE,113558825,DE000A3GSUC5,VanEck ETP AG,VanEck ETP AG,CHF,USD,1.5,unknown,passive,Flow Traders B.V.,5.395,-3.78,-0.212,MVIS CryptoCompare Polkadot VWAP Close Index ,0,,0,,,5.607,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,unknown
VanEck Polkadot ETN,VDOT,VDOT.S,VDOT SE,113558825,DE000A3GSUC5,VanEck ETP AG,VanEck ETP AG,USD,USD,1.5,unknown,passive,Flow Traders B.V.,5.859,-3.84,-0.234,MVIS CryptoCompare Polkadot VWAP Close Index ,0,,0,,,6.093,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,unknown
VanEck Polygon ETN,VPOL,VPOLCHF.S,VPOLCHF SE,115281644,DE000A3GV1U5,VanEck ETP AG,VanEck ETP AG,CHF,USD,1.5,unknown,passive,Flow Traders B.V.,6.485,-2.33,-0.155,MVIS CryptoCompare Polygon VWAP Close Index ,0,,0,,,6.64,20220218,,6.485,6.485,6.485,1313,0,8514.81,8514.81,Exchange Traded Product,Other,Global,Germany,VanEck ETP AG
VanEck Polygon ETN,VPOL,VPOL.S,VPOL SE,115281644,DE000A3GV1U5,VanEck ETP AG,VanEck ETP AG,USD,USD,1.5,unknown,passive,Flow Traders B.V.,6.683,-7.41,-0.535,MVIS CryptoCompare Polygon VWAP Close Index ,0,,0,,,7.218,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,VanEck ETP AG
VanEck Solana ETN,VSOL,VSOLCHF.S,VSOLCHF SE,113558824,DE000A3GSUD3,VanEck ETP AG,VanEck ETP AG,CHF,USD,1.5,unknown,passive,Flow Traders B.V.,4.78,-6.37,-0.325,MVIS CryptoCompare Solana VWAP Close Index ,1150,3.4,0,,0,5.105,20220218,,4.935,4.935,4.78,3361,0,16526.5,16526.5,Exchange Traded Product,Other,Global,Germany,unknown
VanEck Solana ETN,VSOL,VSOL.S,VSOL SE,113558824,DE000A3GSUD3,VanEck ETP AG,VanEck ETP AG,USD,USD,1.5,unknown,passive,Flow Traders B.V.,5.104,-6.54,-0.357,MVIS CryptoCompare Solana VWAP Close Index ,0,,0,,,5.461,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Germany,unknown
WisdomTree Bitcoin,BTCW,WBTC.S EUR,WBTC SE EUR,51008802,GB00BJYDH287,WisdomTree Europe,WisdomTree Issuer X Limited,EUR,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F,8.707,-3.93,-0.356,BRR INDEX ,3650,7.25,80,26,112.782,9.063,20220218,,8.707,8.707,8.707,100,0,870.7,911.45,Exchange Traded Product,Other,Global,Jersey,Bloomberg 
WisdomTree Bitcoin,BTCW,BTCW.S ,BTCW SE,51008802,GB00BJYDH287,WisdomTree Europe,WisdomTree Issuer X Limited,USD,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F|Virtu Financial Ireland Ltd.,9.839,-4.27,-0.439,BRR INDEX ,40000,9,3000,11.55,24.8175,10.278,20220218,,9.966,9.966,9.742,9297,0,91239.02,83976.39,Exchange Traded Product,Other,Global,Jersey,Bloomberg 
WisdomTree Crypto Altcoins,WALT,WALTCHF.S,WALTCHF SE,113602746,GB00BMTP1519,WisdomTree Europe,WisdomTree Issuer X Limited,CHF,USD,1.45,unknown,passive,Flow Traders B.V.,3.8445,-1.61,-0.063,WTCFALTC Index,0,,0,,,3.9075,20220218,,3.8445,3.8445,3.8445,80,0,307.56,307.56,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Altcoins,WALT,WALTEUR.S,WALTEUR SE,113602746,GB00BMTP1519,WisdomTree Europe,WisdomTree Issuer X Limited,EUR,USD,1.45,unknown,passive,Flow Traders B.V.,3.549,-4.94,-0.1845,WTCFALTC Index,0,,0,,,3.7335,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Altcoins,WALT,WALT.S,WALT SE,113602746,GB00BMTP1519,WisdomTree Europe,WisdomTree Issuer X Limited,USD,USD,1.45,unknown,passive,Flow Traders B.V.,4.022,-5.25,-0.223,WTCFALTC Index,0,,0,,,4.245,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Market,BLOC,BLOCCHF.S,BLOCCHF SE,113603053,GB00BMTP1626,WisdomTree Europe,WisdomTree Issuer X Limited,CHF,USD,1.45,unknown,passive,Flow Traders B.V.,5.029,-4.88,-0.258,WTCFMRKT Index,0,,0,,,5.287,20220218,,5.029,5.029,5.029,1000,0,5029,5029,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Market,BLOC,BLOCEUR.S,BLOCEUR SE,113603053,GB00BMTP1626,WisdomTree Europe,WisdomTree Issuer X Limited,EUR,USD,1.45,unknown,passive,Flow Traders B.V.,4.765,-7.58,-0.391,WTCFMRKT Index,0,,0,,,5.156,20220218,,4.765,4.765,4.765,167,0,795.76,833,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Market,BLOC,BLOC.S,BLOC SE,113603053,GB00BMTP1626,WisdomTree Europe,WisdomTree Issuer X Limited,USD,USD,1.45,unknown,passive,Flow Traders B.V.,5.441,-5.24,-0.301,WTCFMRKT Index,0,,0,,,5.742,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Mega Cap Equal Weight,MEGA,MEGACHF.S,MEGACHF SE,113602541,GB00BMTP1733,WisdomTree Europe,WisdomTree Issuer X Limited,CHF,USD,0.95,unknown,passive,Flow Traders B.V.,6.245,-5.48,-0.362,WTCFMEGA Index,0,,0,,,6.607,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Mega Cap Equal Weight,MEGA,MEGAEUR.S,MEGAEUR SE,113602541,GB00BMTP1733,WisdomTree Europe,WisdomTree Issuer X Limited,EUR,USD,0.95,unknown,passive,Flow Traders B.V.,6.13,-2.94,-0.186,WTCFMEGA Index,0,,0,,,6.316,20220218,,6.13,6.13,6.13,100,0,613,641.69,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Crypto Mega Cap Equal Weight,MEGA,MEGA.S,MEGA SE,113602541,GB00BMTP1733,WisdomTree Europe,WisdomTree Issuer X Limited,USD,USD,0.95,unknown,passive,Flow Traders B.V.,6.783,-5.54,-0.398,WTCFMEGA Index,0,,0,,,7.181,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,unknown
WisdomTree Ethereum,ETHW,ETHWEUR.S,ETHWEUR SE,51009054,GB00BJYDH394,WisdomTree Europe,WisdomTree Issuer X Limited,EUR,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F,24.59,-5.79,-1.51,ETHUSDRR INDEX,0,,0,,,26.1,20220218,,,,,0,0,0,0,Exchange Traded Product,Other,Global,Jersey,N/A
WisdomTree Ethereum,ETHW,ETHW.S,ETHW SE,51009054,GB00BJYDH394,WisdomTree Europe,WisdomTree Issuer X Limited,USD,USD,0.95,Physical,passive,Flow Traders B.V.|Optiver V.O.F,27.96,-5.8,-1.72,ETHUSDRR INDEX,300,26.79,85,43,46.4536,29.68,20220218,,28.91,28.91,27.96,2184,0,61909.54,56981.54,Exchange Traded Product,Other,Global,Jersey,N/A
Xtrackers Physical Gold ETC,XGLD,XGLD.S,XGLD SE,11426331,GB00B5840F36,DB ETC,db ETC plc,USD,USD,0.25,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,183.28,-0.2,-0.36,physical gold,75,165,0,,0,183.64,20220218,,183.36,183.36,182.72,2794,0,511974.2,471221.05,Exchange Traded Product,Commodities,Global,Jersey,Unknown
Xtrackers Physical Gold EUR Hedged ETC,XAD1,XAD1.S,XAD1 SE,11425418,DE000A1EK0G3,DB ETC,db ETC plc,EUR,EUR,0.59,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,121.76,0.1,0.12,physical gold,0,,0,,,121.64,20220218,,121.5,121.5,121.16,576,0,69962.88,73237.14,Exchange Traded Product,Commodities,Global,Jersey,Deutsche Bank
Xtrackers Physical Silver EUR Hedged ETC,XAD2,XAD2.S,XAD2 SE,11425423,DE000A1EK0J7,DB ETC,db ETC plc,EUR,EUR,0.75,Physical,passive,Flow Traders B.V.|GHCO (Goldenberg Hehmeyer LLP)|Optiver V.O.F,144.6,0.75,1.08,physical silver,0,,60,200,,143.52,20220218,,144.22,144.22,144.22,205,0,29626.6,31013.12,Exchange Traded Product,Commodities,Global,Jersey,Deutsche Bank
