,price,volume,bitfinex_TradVol,coinbase_TradVol,gemini_TradVol,kraken_TradVol,bitfinex_DELTA_TradeVolume,gemini_DELTA_TradeVolume,kraken_DELTA_TradeVolume,coinbase_DELTA_TradeVolume,bitfinex_Vola,coinbase_VOLA,gemini_VOLA,kraken_VOLA,bitfinex_B/A_Sp,coinbase_B/A_Sp,gemini_B/A_Sp,kraken_B/A_Sp
0,1099.74564637857,72869410.5542328,23340.10419744,8140.19052153998,3738.5927536512,13760.79109048,9014.13954843,-358.75061195709986,3041.3155580899984,1279.4533492400005,2.26306576632701,2.07016754233093,1.88986758446739,2.56941527810684,0.0236026190707377,0.0239721160174481,0.034287491111817,0.145045188013113
1,1118.81214729693,61584047.0758682,14325.96464901,6860.73717229998,4097.3433656083,10719.47553239,-11829.682300940001,-619.7779056517002,-3375.4632527699996,-1821.6312844799995,1.85539308937491,1.80895230762843,1.31032329286832,2.08625377762204,0.0249761790864795,0.0318775898801337,0.0339592400866446,0.190306097506411
2,1143.36436894981,86788795.3765282,26155.64694995,8682.36845677998,4717.12127126,14094.93878516,-22039.0873384301,-3942.0353820936007,-8346.202560549998,-5570.742978040122,1.91924903891551,1.9655201249977,1.57882992980993,2.67580066352011,0.0281047095461697,0.0289469629626422,0.0272749873020727,0.1608283759422
3,1178.82292761212,144364932.539355,48194.7342883801,14253.1114348201,8659.1566533536,22441.14134571,31910.032204750103,6188.0793543237005,12186.276346219998,7534.38894657013,4.60494703855588,4.61521344038095,3.8053811072861,5.2134006838314,0.0342592879270677,0.0596138376574555,0.0613143144408319,0.287391705701924
4,1164.84590122549,53725761.1221969,16284.70208363,6718.72248824997,2471.0772990299,10254.86499949,5203.6556671,43.29239675140025,2517.34566978,1858.43536699997,2.31994177184479,2.38109078840832,2.09552678529315,2.67956928699641,0.0291733342887171,0.0316322995963214,0.0818186068652591,0.288129583322905
5,1160.79296692742,41227123.31963,11081.04641653,4860.28712125,2427.7849022785,7737.51932971,-680.4164784000004,-720.1919404802002,5.049730319999981,-1709.6338880199892,2.34544249903293,2.08908984257044,1.73240163590219,2.82105218316767,0.0295723655563682,0.0160277952253086,0.0665748039399968,0.251416077779104
6,1182.76347540885,49103893.2626777,11761.46289493,6569.92100926999,3147.9768427587,7732.46959939,-5711.113652990001,-2328.5520805928004,-1945.0394710399996,-774.2121803199907,1.91968188040075,1.80802452302631,1.57583884624298,2.40105092604372,0.0285338940213452,0.0229691369035573,0.044401654546912,0.2022754868822
7,1190.73286130868,64073654.5597998,17472.57654792,7344.13318958998,5476.5289233515,9677.50907043,-5042.567191229999,1995.4072981620006,-998.6432722400004,-1810.1987670599992,2.24575401991353,2.48869731922665,1.75416297601909,2.48647534520444,0.0243568571582188,0.0224175707805015,0.0509840477824925,0.251654266701326
8,1204.02668081154,69511599.9866522,22515.14373915,9154.33195664998,3481.1216251895,10676.15234267,-8052.852019810001,-9268.7681181427,-3317.7086670400004,-775.5846970800103,1.68159188030618,2.18876378672488,1.28941477659204,2.34555942024139,0.0240549516209369,0.0213171651196874,0.0335666791455996,0.220121126327922
9,1236.93348906384,108211374.059981,30567.99575896,9929.91665372999,12749.8897433322,13993.86100971,8277.074012590001,-2881.0605312816006,-233.5309058699986,605.7626233600095,2.54806795838804,2.60837406234201,2.25323009673116,2.9063668003067,0.0229778297488244,0.0349633933275062,0.0272130842394576,0.216397001695265
10,1271.34982161558,93846506.8376189,22290.92174637,9324.15403036998,15630.9502746138,14227.39191558,6907.49997001,13823.1906735519,5486.954919849999,2296.2444494700003,2.47235453987239,2.44279672973556,2.42414551104443,4.15549324659552,0.0342099502485129,0.0254132319849114,0.0476497724727766,0.339313991559546
11,1271.39313662064,51216310.316207,15383.42177636,7027.90958089998,1807.7596010619,8740.43699573,6138.868402450002,178.87687476740007,3716.0103412200006,2637.1768871099803,1.96225329371962,2.33516956932345,1.76643002504536,2.85425644625898,0.0276129239520309,0.0286948110727894,0.065786600041005,0.290719276666158
12,1262.05826575753,35863660.689546,9244.55337391,4390.73269379,1628.8827262945,5024.42665451,-354.4803863600009,-1587.4111660531,-870.7831125499997,-1103.19346856,1.7855875495357,1.46772851327152,1.19162653041811,2.7828492534427,0.0274592934080282,0.0246977901495722,0.0447680712001948,0.36874254526849
13,1273.63601643254,44774260.0239367,9599.03376027,5493.92616235,3216.2938923476,5895.20976706,-28159.707682709995,-4001.8609435186004,-12927.46373085,-6788.519993590001,1.39100195993227,1.20038146414225,1.01792203155275,2.67782586939043,0.0222132863841897,0.0195863976558558,0.0378831491018161,0.31636533840116
14,1252.32912640227,118632719.291813,37758.74144298,12282.44615594,7218.1548358662,18822.67349791,-7735.823297960102,1831.7644832571004,-3140.399479290001,-2502.544765159999,3.79221466896725,5.13373246087133,3.51818694520496,4.11005011833251,0.0315890982483129,0.0245266536042013,0.0805556153185957,0.273961364211885
15,1196.90483468296,126122283.13709,45494.5647409401,14784.9909211,5386.3903526091,21963.0729772,21352.717632400098,2499.0113573163,7570.7603684000005,4858.344367840029,5.13776406208526,5.15666643662051,4.90801563566604,5.78770958199898,0.0341382264182813,0.0416004814029014,0.0886177387950936,0.398870796230373
16,1175.55696930524,71291372.6202161,24141.84710854,9926.64655325997,2887.3789952928,14392.3126088,-62470.712927630295,-11102.9621932575,-25554.182680010104,-14257.53724527063,3.41102023203044,3.76304724447126,3.07239993807443,4.46839678952693,0.0343143710536742,0.0355638021681541,0.0556026208743768,0.387049510935169
17,1203.5814067635,250876794.257632,86612.5600361703,24184.1837985306,13990.3411885503,39946.4952888101,55674.188576550296,10914.012789450098,23653.034684270104,12853.822701000601,8.83756476741756,9.79605905747708,8.03997402863497,7.74603198075577,0.0623906847180757,0.0727414669586992,0.180014207254028,0.407580109683416
