Time,1Hash,AntPool,BTC.TOP,BTC.com,BTCC Pool,BW.COM,BitClub Network,BitFury,Bitcoin.com,F2Pool,GBMiners,SlushPool,Unknown,ViaBTC,others
2017-04-18 00:00:00 UTC,2.05501353597423e+17,5.651287223929133e+17,3.853150379951681e+17,1.7981368439774515e+17,3.853150379951681e+17,1.5412601519806726e+17,5.137533839935575e+16,4.11002707194846e+17,5.137533839935575e+16,4.623780455942018e+17,1.027506767987115e+17,2.311890227971009e+17,1.2843834599838939e+17,5.137533839935575e+16,3.853150379951682e+17
2017-04-19 00:00:00 UTC,1.3057666084309686e+17,6.267679720468649e+17,2.872686538548131e+17,1.0446132867447747e+17,4.439606468665293e+17,2.6115332168619373e+17,1.0446132867447747e+17,1.8280732518033558e+17,1.0446132867447747e+17,4.178453146979099e+17,7.834599650585811e+16,2.0892265734895494e+17,2.6115332168619373e+17,1.0446132867447747e+17,4.178453146979099e+17
2017-04-20 00:00:00 UTC,7.818169746736413e+16,6.775747113838225e+17,3.909084873368206e+17,1.8242396075718298e+17,1.8242396075718298e+17,1.8242396075718298e+17,1.0424226328981885e+17,3.909084873368206e+17,1.0424226328981885e+17,3.6484792151436595e+17,5.212113164490942e+16,1.8242396075718298e+17,1.5636339493472826e+17,5.212113164490942e+16,4.9515075062663955e+17
2017-04-21 00:00:00 UTC,7.650337040809275e+16,8.415370744890203e+17,4.5902022244855654e+17,1.530067408161855e+17,4.5902022244855654e+17,7.650337040809275e+16,1.0200449387745701e+17,2.0400898775491402e+17,1.7850786428554976e+17,4.0801797550982803e+17,1.2750561734682126e+17,3.8251685204046374e+17,2.0400898775491402e+17,1.7850786428554976e+17,4.0801797550982803e+17
2017-04-22 00:00:00 UTC,1.8160304129703062e+17,7.264121651881225e+17,2.3348962452475366e+17,2.0754633291089213e+17,3.3726279098019974e+17,1.8160304129703062e+17,2.5943291613861517e+17,3.3726279098019974e+17,7.782987484158454e+16,3.6320608259406125e+17,5.188658322772303e+16,2.0754633291089213e+17,1.2971645806930758e+17,1.556597496831691e+17,3.113194993663382e+17
2017-04-23 00:00:00 UTC,2.3320562653370704e+17,6.477934070380751e+17,4.145877805043681e+17,1.0364694512609203e+17,2.3320562653370704e+17,2.0729389025218406e+17,1.8138215397066102e+17,2.8502909909675306e+17,7.773520884456902e+16,4.664112530674141e+17,7.773520884456902e+16,2.5911736281523008e+17,1.8138215397066102e+17,2.8502909909675306e+17,3.109408353782761e+17
2017-04-24 00:00:00 UTC,2.073227097563548e+17,4.146454195127096e+17,1.8140737103681046e+17,1.554920323172661e+17,2.850687259149879e+17,2.332380484758992e+17,1.036613548781774e+17,4.146454195127096e+17,1.036613548781774e+17,2.5915338719544352e+17,1.036613548781774e+17,1.036613548781774e+17,7.774601615863306e+16,1.2957669359772176e+17,4.4056075823225395e+17
2017-04-25 00:00:00 UTC,2.5835718944776556e+16,6.717286925641905e+17,5.1671437889553114e+17,1.5501431366865933e+17,2.5835718944776557e+17,1.5501431366865933e+17,1.5501431366865933e+17,3.617000652268718e+17,1.2917859472388278e+17,3.875357841716483e+17,5.167143788955311e+16,2.5835718944776557e+17,1.5501431366865933e+17,2.3252147050298902e+17,3.1002862733731866e+17
2017-04-26 00:00:00 UTC,7.751252845792333e+16,5.942627181774122e+17,3.8756264228961664e+17,2.5837509485974445e+17,2.3253758537377e+17,2.3253758537377e+17,2.3253758537377e+17,4.134001517755911e+17,1.5502505691584666e+17,3.617251328036422e+17,,1.2918754742987222e+17,4.392376612615655e+17,2.0670007588779555e+17,2.3253758537377e+17
2017-04-27 00:00:00 UTC,1.299461065422745e+17,5.19784426169098e+17,3.1187065570145875e+17,1.819245491591843e+17,4.6780598355218816e+17,1.0395688523381958e+17,2.0791377046763917e+17,3.898383196268235e+17,7.796766392536469e+16,5.19784426169098e+17,2.5989221308454896e+16,2.59892213084549e+17,4.937952048606431e+17,7.796766392536469e+16,5.197844261690979e+16
2017-04-28 00:00:00 UTC,2.3356258948051478e+17,5.449793754545345e+17,2.595139883116831e+17,5.1902797662336616e+16,4.930765777921979e+17,1.8165979181817814e+17,,2.595139883116831e+17,1.2975699415584155e+17,4.4117378012986125e+17,1.5570839298700986e+17,1.5570839298700986e+17,3.114167859740197e+17,2.595139883116831e+17,5.1902797662336616e+16
2017-04-29 00:00:00 UTC,1.3035757427276387e+17,8.08216960491136e+17,3.389296931091861e+17,2.867866634000805e+17,2.867866634000805e+17,3.389296931091861e+17,7.821454456365832e+16,3.650012079637388e+17,1.3035757427276387e+17,3.910727228182916e+17,2.6071514854552772e+16,2.6071514854552774e+17,6.257163565092666e+17,3.389296931091861e+17,1.0428605941821109e+17
2017-04-30 00:00:00 UTC,1.0336526959037006e+17,8.010808393253679e+17,4.1346107836148026e+17,2.584131739759252e+17,4.393023957590728e+17,1.550479043855551e+17,1.0336526959037006e+17,4.909850305542578e+17,5.168263479518503e+16,2.584131739759252e+17,2.5841317397592516e+16,2.584131739759252e+17,3.3593712616870266e+17,1.0336526959037006e+17,1.0336526959037006e+17
2017-05-01 00:00:00 UTC,1.3051086827194366e+17,4.4373695212460845e+17,3.1322608385266477e+17,2.088173892351099e+17,3.654304311614423e+17,2.8712391019827606e+17,2.349195628894986e+17,2.6102173654388733e+17,7.830652096316619e+16,5.2204347308777466e+17,5.220434730877747e+16,2.349195628894986e+17,4.95941299433386e+17,1.5661304192633238e+17,1.3051086827194368e+17
2017-05-02 00:00:00 UTC,1.2958748501896773e+17,5.961024310872515e+17,3.3692746104931603e+17,1.814224790265548e+17,3.628449580531096e+17,2.8509246704172896e+17,2.0733997603034835e+17,4.4059744906449024e+17,1.5550498202276128e+17,4.665149460682838e+17,2.5917497003793544e+16,1.814224790265548e+17,3.887624550569032e+17,2.332574730341419e+17,1.0366998801517418e+17
2017-05-03 00:00:00 UTC,1.2908160451111477e+17,4.388774553377902e+17,2.8397952992445248e+17,2.065305672177836e+17,4.646937762400131e+17,2.5816320902222954e+17,7.744896270666886e+16,2.5816320902222954e+17,1.032652836088918e+17,3.8724481353334426e+17,2.581632090222295e+16,1.8071424631556067e+17,1.8071424631556067e+17,2.5816320902222954e+17,1.548979254133377e+17
2017-05-04 00:00:00 UTC,1.8151481025951872e+17,7.260592410380749e+17,5.704751179584875e+17,3.3709893333910624e+17,2.8523755897924374e+17,1.8151481025951872e+17,2.0744549743945e+17,3.3709893333910624e+17,1.2965343589965624e+17,5.1861374359862496e+17,2.593068717993125e+16,2.0744549743945e+17,4.6675236923876243e+17,7.779206153979374e+16,1.03722748719725e+17
