Time,price,volume
2020-02-07 00:00:00 UTC,9777.36354051708,232487981.506559
2020-02-08 00:00:00 UTC,9812.50429375907,231955814.983741
2020-02-09 00:00:00 UTC,10078.7273652237,321585973.063034
2020-02-10 00:00:00 UTC,9915.28830230916,392640488.340356
2020-02-11 00:00:00 UTC,9957.04681416471,463589417.596989
2020-02-12 00:00:00 UTC,10341.9108444816,417492081.548695
2020-02-13 00:00:00 UTC,10287.9990460878,491308923.839291
2020-02-14 00:00:00 UTC,10260.924592809,270269779.385902
2020-02-15 00:00:00 UTC,10137.9533485427,327799444.014314
2020-02-16 00:00:00 UTC,9907.19105519627,268311889.771462
2020-02-17 00:00:00 UTC,9725.33458516633,330112918.79215
2020-02-18 00:00:00 UTC,9851.52728281691,358037216.037897
2020-02-19 00:00:00 UTC,10090.4035704988,519400800.485154
2020-02-20 00:00:00 UTC,9608.86419413598,330091986.105881
2020-02-21 00:00:00 UTC,9716.95254722048,277837080.302837
2020-02-22 00:00:00 UTC,9692.59294039392,107739255.649068
2020-02-23 00:00:00 UTC,9895.70895744366,218501163.842621
2020-02-24 00:00:00 UTC,9750.90120165359,314725247.037545
2020-02-25 00:00:00 UTC,9517.07948953109,308034881.534669
2020-02-26 00:00:00 UTC,9073.57945333858,559670827.386708
2020-02-27 00:00:00 UTC,8840.93197808031,391653046.971332
2020-02-28 00:00:00 UTC,8743.21037061339,322787026.636708
2020-02-29 00:00:00 UTC,8728.13862904968,129831732.497078
2020-03-01 00:00:00 UTC,8603.6504995898,199325443.180158
2020-03-02 00:00:00 UTC,8785.56001683039,266614004.790966
2020-03-03 00:00:00 UTC,8825.23743489709,230411663.149596
2020-03-04 00:00:00 UTC,8798.27635163526,175654435.27724
2020-03-05 00:00:00 UTC,9056.95411805638,291802584.730488
2020-03-06 00:00:00 UTC,9136.14976447045,188138588.912474
2020-03-07 00:00:00 UTC,9088.54446705315,174294126.991694
2020-03-08 00:00:00 UTC,8612.55502096691,535820710.044032
2020-03-09 00:00:00 UTC,7939.51292517586,623596224.877289
2020-03-10 00:00:00 UTC,7997.38836537147,399449924.773823
2020-03-11 00:00:00 UTC,7900.17644734394,344442806.416523
2020-03-12 00:00:00 UTC,6714.49175741359,2153665931.78569
2020-03-13 00:00:00 UTC,5380.37084014878,1851375019.25596
2020-03-14 00:00:00 UTC,5475.09826689163,460027087.640181
2020-03-15 00:00:00 UTC,5375.54656737133,576938269.474763
2020-03-16 00:00:00 UTC,5053.94680394298,983538818.363225
2020-03-17 00:00:00 UTC,5367.62633783335,580905054.765538
2020-03-18 00:00:00 UTC,5334.13893926045,571848910.307993
2020-03-19 00:00:00 UTC,5801.10968067239,869329350.945649
2020-03-20 00:00:00 UTC,6393.45260519742,962307070.241729
2020-03-21 00:00:00 UTC,6196.71208315994,415332680.967489
2020-03-22 00:00:00 UTC,6169.62500022979,459974900.944595
2020-03-23 00:00:00 UTC,6150.34292402993,689142517.230284
2020-03-24 00:00:00 UTC,6687.46107383344,698290857.883221
2020-03-25 00:00:00 UTC,6691.28449730638,555881547.882748
2020-03-26 00:00:00 UTC,6700.47002131894,295667744.792968
2020-03-27 00:00:00 UTC,6714.16468150293,385778416.720138
2020-03-28 00:00:00 UTC,6257.7831631452,365828064.505599
2020-03-29 00:00:00 UTC,6143.74802152228,289000360.607478
2020-03-30 00:00:00 UTC,6311.54210192936,432035577.216976
2020-03-31 00:00:00 UTC,6486.10183728132,221496274.746184
2020-04-01 00:00:00 UTC,6343.81430552494,367050974.309441
2020-04-02 00:00:00 UTC,6747.15007796034,633459794.5891
2020-04-03 00:00:00 UTC,6833.21164327145,361645774.368601
2020-04-04 00:00:00 UTC,6791.41112868422,232166022.857963
2020-04-05 00:00:00 UTC,6813.92731148217,178979392.246401
2020-04-06 00:00:00 UTC,7101.97345806087,537366329.473866
2020-04-07 00:00:00 UTC,7328.49924999713,459972806.285099
2020-04-08 00:00:00 UTC,7316.73941707397,332469195.106616
2020-04-09 00:00:00 UTC,7315.75128438595,299611267.105786
2020-04-10 00:00:00 UTC,6990.44280849585,437587331.214198
2020-04-11 00:00:00 UTC,6893.96930762854,158239897.937028
2020-04-12 00:00:00 UTC,6973.97023941894,280845306.588582
2020-04-13 00:00:00 UTC,6782.95876128339,420835148.553306
2020-04-14 00:00:00 UTC,6917.03477674782,240457746.566034
2020-04-15 00:00:00 UTC,6836.99488233076,267482799.419538
2020-04-16 00:00:00 UTC,6944.94290587057,584799242.698487
2020-04-17 00:00:00 UTC,7089.70211408968,259707517.669299
2020-04-18 00:00:00 UTC,7165.0255338067,214160319.445785
2020-04-19 00:00:00 UTC,7180.55410661966,178289989.610573
2020-04-20 00:00:00 UTC,7064.7823599651,363500820.302598
2020-04-21 00:00:00 UTC,6889.21615523971,246892052.542137
2020-04-22 00:00:00 UTC,7017.97725434353,241986155.07898
2020-04-23 00:00:00 UTC,7303.46035952353,524321636.124296
2020-04-24 00:00:00 UTC,7522.76633889817,314537973.879413
2020-04-25 00:00:00 UTC,7545.10137082855,188492147.795075
2020-04-26 00:00:00 UTC,7601.1767451146,209951074.538296
2020-04-27 00:00:00 UTC,7714.81190348481,305949206.142783
2020-04-28 00:00:00 UTC,7733.40544703089,246189973.32514
2020-04-29 00:00:00 UTC,8249.09752025595,1125294579.93933
2020-04-30 00:00:00 UTC,8886.52519321534,1179151181.15422
2020-05-01 00:00:00 UTC,8785.57649893883,486142629.767277
2020-05-02 00:00:00 UTC,8877.19829253157,250066926.758212
2020-05-03 00:00:00 UTC,8978.7994643157,436674862.411203
2020-05-04 00:00:00 UTC,8773.02727702582,446005128.069955
2020-05-05 00:00:00 UTC,8933.18777622649,410981947.565248
2020-05-06 00:00:00 UTC,9159.4000895882,637280494.721286
2020-05-07 00:00:00 UTC,9486.76568512242,1066986725.14198
2020-05-08 00:00:00 UTC,9915.37421665823,736025908.589354
2020-05-09 00:00:00 UTC,9720.03532259303,456067929.214135
2020-05-10 00:00:00 UTC,8681.77853879381,1215521619.23917
2020-05-11 00:00:00 UTC,8709.14707975915,1067765777.20591
2020-05-12 00:00:00 UTC,8781.81998036926,458915406.302736
2020-05-13 00:00:00 UTC,9047.4706744619,435394998.189014
2020-05-14 00:00:00 UTC,9580.95403358158,783672417.93945
2020-05-15 00:00:00 UTC,9516.34469734261,674017105.242436
2020-05-16 00:00:00 UTC,9402.54333291067,280651215.956081
2020-05-17 00:00:00 UTC,9623.23681368133,424778113.470503
2020-05-18 00:00:00 UTC,9713.70468340791,509146799.129778
2020-05-19 00:00:00 UTC,9667.84418342246,447191227.457791
2020-05-20 00:00:00 UTC,9668.96678071872,509200687.977956
2020-05-21 00:00:00 UTC,9278.39948615617,690118040.671489
2020-05-22 00:00:00 UTC,9127.63865337368,319401916.398256
2020-05-23 00:00:00 UTC,9209.74176411912,178987062.695593
2020-05-24 00:00:00 UTC,9126.07259809247,353961483.065049
2020-05-25 00:00:00 UTC,8832.59011775863,325196725.837764
2020-05-26 00:00:00 UTC,8874.60670047662,275779486.987255
2020-05-27 00:00:00 UTC,9040.55111481305,316241289.852565
2020-05-28 00:00:00 UTC,9321.69716365304,438730737.252459
2020-05-29 00:00:00 UTC,9451.70736042038,303048901.349082
2020-05-30 00:00:00 UTC,9507.67233454818,305387441.03209
2020-05-31 00:00:00 UTC,9542.21174976366,235234243.427991
2020-06-01 00:00:00 UTC,9580.18958238763,630746026.758497
2020-06-02 00:00:00 UTC,9852.78956639674,992823729.023146
2020-06-03 00:00:00 UTC,9552.92057570539,286340290.848548
2020-06-04 00:00:00 UTC,9698.75317852593,365450300.741631
2020-06-05 00:00:00 UTC,9737.40899785926,318007298.301996
2020-06-06 00:00:00 UTC,9638.58216964612,179027755.030815
2020-06-07 00:00:00 UTC,9622.35181140522,309897392.2444
2020-06-08 00:00:00 UTC,9723.75318583812,237894589.107805
2020-06-09 00:00:00 UTC,9711.06143015064,302097080.092258
2020-06-10 00:00:00 UTC,9787.54078194516,347735260.480408
2020-06-11 00:00:00 UTC,9639.3419386903,748478790.097452
2020-06-12 00:00:00 UTC,9419.55528009411,304977427.524515
2020-06-13 00:00:00 UTC,9434.02661340146,135495731.1785
2020-06-14 00:00:00 UTC,9413.71054951079,160020628.028268
2020-06-15 00:00:00 UTC,9257.65419964836,521492936.912048
2020-06-16 00:00:00 UTC,9504.46944937574,291295550.119858
2020-06-17 00:00:00 UTC,9452.2486349818,258311572.934794
2020-06-18 00:00:00 UTC,9413.3478878178,179771654.297294
2020-06-19 00:00:00 UTC,9339.05203918167,230732704.233807
2020-06-20 00:00:00 UTC,9316.24829554123,160706753.102475
2020-06-21 00:00:00 UTC,9365.1331396057,99581282.1992016
2020-06-22 00:00:00 UTC,9492.51640525673,322031942.775433
2020-06-23 00:00:00 UTC,9641.4911762348,232865163.090437
2020-06-24 00:00:00 UTC,9445.44165601433,378732137.229985
2020-06-25 00:00:00 UTC,9250.58151919534,356759022.941069
2020-06-26 00:00:00 UTC,9199.52909822207,295778097.170706
2020-06-27 00:00:00 UTC,9126.31880337666,220557099.668561
2020-06-28 00:00:00 UTC,9084.65363627535,151384309.439907
2020-06-29 00:00:00 UTC,9141.21230907083,232538227.424642
2020-06-30 00:00:00 UTC,9166.0756429331,164777688.563972
2020-07-01 00:00:00 UTC,9203.19691045767,207515981.657415
2020-07-02 00:00:00 UTC,9178.45457516941,283530277.900803
2020-07-03 00:00:00 UTC,9111.86171168525,160032081.753828
2020-07-04 00:00:00 UTC,9110.87464754839,119273393.435478
2020-07-05 00:00:00 UTC,9080.39209693689,133688004.789269
2020-07-06 00:00:00 UTC,9223.3386998153,265708717.983058
2020-07-07 00:00:00 UTC,9273.28132387998,191965009.77145
2020-07-08 00:00:00 UTC,9352.27455225665,271198083.881625
2020-07-09 00:00:00 UTC,9334.68316302063,236804036.2877
2020-07-10 00:00:00 UTC,9204.12267675876,177820322.813551
2020-07-11 00:00:00 UTC,9245.57642284253,91321114.1262031
2020-07-12 00:00:00 UTC,9256.57061498056,132542204.795275
2020-07-13 00:00:00 UTC,9284.37472627506,201170310.792905
2020-07-14 00:00:00 UTC,9225.3495221311,199955645.707404
2020-07-15 00:00:00 UTC,9227.70886609589,181465913.576245
2020-07-16 00:00:00 UTC,9139.76250462015,233317491.635473
2020-07-17 00:00:00 UTC,9144.42918617265,161369880.433823
2020-07-18 00:00:00 UTC,9171.55525054404,100506993.657462
2020-07-19 00:00:00 UTC,9164.74557687045,101237811.773295
2020-07-20 00:00:00 UTC,9186.88961330656,148749267.588847
2020-07-21 00:00:00 UTC,9315.34506420815,276332293.571285
2020-07-22 00:00:00 UTC,9371.22450481655,257420333.171154
2020-07-23 00:00:00 UTC,9544.98142962578,355772680.838974
2020-07-24 00:00:00 UTC,9561.26658798669,265387752.965261
2020-07-25 00:00:00 UTC,9623.995862104,195957796.409634
2020-07-26 00:00:00 UTC,9834.48381790617,388911738.848886
2020-07-27 00:00:00 UTC,10442.9616385447,1238525937.73181
2020-07-28 00:00:00 UTC,10982.6121944355,767487983.506233
2020-07-29 00:00:00 UTC,11099.7576217586,585679906.993819
2020-07-30 00:00:00 UTC,11036.7949509767,403886585.852817
2020-07-31 00:00:00 UTC,11198.5812235164,487133122.491412
2020-08-01 00:00:00 UTC,11609.4614804755,600290255.821886
2020-08-02 00:00:00 UTC,11315.2049658584,784654357.224774
2020-08-03 00:00:00 UTC,11252.2151533141,386229609.83455
2020-08-04 00:00:00 UTC,11242.1958223981,323629004.325192
2020-08-05 00:00:00 UTC,11467.6426681835,461465624.794506
2020-08-06 00:00:00 UTC,11750.8578420585,490223442.658025
2020-08-07 00:00:00 UTC,11711.8086555094,580905704.704416
2020-08-08 00:00:00 UTC,11684.5349618265,223172704.779925
2020-08-09 00:00:00 UTC,11671.4275249024,196989374.646489
2020-08-10 00:00:00 UTC,11891.2599288511,586114873.352186
2020-08-11 00:00:00 UTC,11624.4611955913,595780803.385412
2020-08-12 00:00:00 UTC,11465.1719963723,364461360.752089
2020-08-13 00:00:00 UTC,11552.671221152,430774426.462902
2020-08-14 00:00:00 UTC,11757.0564918217,375994246.325249
2020-08-15 00:00:00 UTC,11874.3581599728,313633002.348687
2020-08-16 00:00:00 UTC,11849.0658379126,216661219.226281
2020-08-17 00:00:00 UTC,12063.2320721379,680154527.777869
2020-08-18 00:00:00 UTC,12163.8280441787,561915222.83173
2020-08-19 00:00:00 UTC,11798.4652264505,509386941.779208
2020-08-20 00:00:00 UTC,11803.5118809978,273110218.637086
2020-08-21 00:00:00 UTC,11746.7996569565,425485000.708059
2020-08-22 00:00:00 UTC,11564.4447367393,240952841.325354
2020-08-23 00:00:00 UTC,11626.6790156274,153423224.520949
2020-08-24 00:00:00 UTC,11739.6069209764,211588255.000023
2020-08-25 00:00:00 UTC,11507.8493001364,425782465.097063
2020-08-26 00:00:00 UTC,11409.5809704992,258786951.850106
2020-08-27 00:00:00 UTC,11351.9974104812,398988836.892607
2020-08-28 00:00:00 UTC,11448.2977891056,291458163.871939
2020-08-29 00:00:00 UTC,11512.251557939,154599260.800317
2020-08-30 00:00:00 UTC,11603.4299788111,157201577.93733
2020-08-31 00:00:00 UTC,11689.6583266742,264236415.224155
2020-09-01 00:00:00 UTC,11877.1639583231,457969850.997456
2020-09-02 00:00:00 UTC,11578.53767102,593552688.17806
2020-09-03 00:00:00 UTC,11038.2909975202,898204966.730305
2020-09-04 00:00:00 UTC,10393.5662250382,709944627.93381
2020-09-05 00:00:00 UTC,10268.6832541016,550167085.283826
2020-09-06 00:00:00 UTC,10207.6882329949,232654642.630998
2020-09-07 00:00:00 UTC,10164.4900466924,355480980.115632
2020-09-08 00:00:00 UTC,10150.6890473237,444072413.306059
2020-09-09 00:00:00 UTC,10192.7079982894,259954772.377618
2020-09-10 00:00:00 UTC,10344.8849026122,341067871.26113
2020-09-11 00:00:00 UTC,10307.877645652,226456488.078342
2020-09-12 00:00:00 UTC,10375.4828792437,160687841.410429
2020-09-13 00:00:00 UTC,10399.6327704807,253312722.761892
2020-09-14 00:00:00 UTC,10515.2489012437,351292793.393002
2020-09-15 00:00:00 UTC,10779.6655190152,354934867.216503
2020-09-16 00:00:00 UTC,10904.0306407454,352301811.004017
2020-09-17 00:00:00 UTC,10898.0612053341,261372088.542404
2020-09-18 00:00:00 UTC,10930.8186744893,234155656.239945
2020-09-19 00:00:00 UTC,11020.7227014344,169640660.427577
2020-09-20 00:00:00 UTC,10921.6175103459,179848054.153713
2020-09-21 00:00:00 UTC,10680.1069995251,443942168.236047
2020-09-22 00:00:00 UTC,10474.6009537115,233120359.414491
2020-09-23 00:00:00 UTC,10438.1276434563,275860706.005008
2020-09-24 00:00:00 UTC,10452.3269212598,304603632.848081
2020-09-25 00:00:00 UTC,10676.9497087083,283374773.710968
2020-09-26 00:00:00 UTC,10724.1851851533,126506756.506141
2020-09-27 00:00:00 UTC,10723.0887496712,136106449.471039
2020-09-28 00:00:00 UTC,10883.9608174802,269402006.072209
2020-09-29 00:00:00 UTC,10736.0024735046,215170974.399628
2020-09-30 00:00:00 UTC,10747.5721746658,191508123.76497
2020-10-01 00:00:00 UTC,10761.4540416977,398722968.133717
