Time,bit-x,bitfinex,bitflyer,bithumb,bitstamp,coinbase,gemini,kraken,okcoin,others
2017-02-21 00:00:00 UTC,5764.263,23340.10419744,30391.7615755499,11122.46138561,9391.42799816,8140.19052153998,3738.5927536512,13760.79109048,13435.035,46197.77360268281
2017-02-22 00:00:00 UTC,5548.975,14325.96464901,26721.9600895899,5325.02840159,12316.05646442,6860.73717229998,4097.3433656083,10719.47553239,9161.98,32343.020091770122
2017-02-23 00:00:00 UTC,6031.693,26155.64694995,27702.3166393099,9811.41124907,12673.07196572,8682.36845677998,4717.12127126,14094.93878516,16458.47,41137.97860888283
2017-02-24 00:00:00 UTC,10140.301,48194.7342883801,34571.6240790499,18686.77447221,21161.30959706,14253.1114348201,8659.1566533536,22441.14134571,25459.1350000003,71948.89137537726
2017-02-25 00:00:00 UTC,6404.043,16284.70208363,20436.68739855,6581.00004485,6857.47903418,6718.72248824997,2471.0772990299,10254.86499949,7696.619,29991.651377542083
2017-02-26 00:00:00 UTC,7328.291,11081.04641653,19703.41516293,5831.24234117,3814.15111996,4860.28712125,2427.7849022785,7737.51932971,9529.795,23732.616004345604
2017-02-27 00:00:00 UTC,6469.408,11761.46289493,19300.2015975499,5643.24187063,5030.8863803,6569.92100926999,3147.9768427587,7732.46959939,9327.471,32104.680539735797
2017-02-28 00:00:00 UTC,5054.283,17472.57654792,19185.75695229,4946.3551644,8288.80333734,7344.13318958998,5476.5289233515,9677.50907043,10065.675,36475.44452955169
2017-03-01 00:00:00 UTC,5908.022,22515.14373915,18755.0651754499,6043.14923071,6838.00940916,9154.33195664998,3481.1216251895,10676.15234267,9391.77899999999,32476.985550295944
2017-03-02 00:00:00 UTC,6137.687,30567.99575896,26500.8400718499,9116.03198673999,8811.3080822,9929.91665372999,12749.8897433322,13993.86100971,15015.852,50377.53634625165
2017-03-03 00:00:00 UTC,5892.157,22290.92174637,20842.80897436,11452.57257668,8547.67414327,9324.15403036998,15630.9502746138,14227.39191558,11889.051,46587.113241865314
2017-03-04 00:00:00 UTC,5034.818,15383.42177636,13578.121267,5596.49920394,5611.20685776,7027.90958089998,1807.7596010619,8740.43699573,17331.53,28473.20349387672
2017-03-05 00:00:00 UTC,5124.243,9244.55337391,10339.55991388,5749.61966468,3316.34316275,4390.73269379,1628.8827262945,5024.42665451,4584.806,21047.572776543388
2017-03-06 00:00:00 UTC,5507.823,9599.03376027,13133.98098466,4579.10683936,4824.89392777,5493.92616235,3216.2938923476,5895.20976706,7681.564,23576.00837670902
2017-03-07 00:00:00 UTC,5559.448,37758.74144298,18228.71005864,11292.03744594,15939.01422183,12282.44615594,7218.1548358662,18822.67349791,15163.308,51727.51326058387
2017-03-08 00:00:00 UTC,5355.692,45494.5647409401,42831.76544991,11655.05245036,14949.94970165,14784.9909211,5386.3903526091,21963.0729772,19474.4109999999,58309.21845150141
2017-03-09 00:00:00 UTC,4880.682,24141.84710854,17916.31636743,8702.51511891999,8667.19267118,9926.64655325997,2887.3789952928,14392.3126088,9915.093,33889.90772342505
2017-03-10 00:00:00 UTC,8354.371,86612.5600361703,26909.55938215,16776.40567308,37173.8230785601,24184.1837985306,13990.3411885503,39946.4952888101,24852.179,99319.25717423059
2017-03-11 00:00:00 UTC,5317.334,30938.37145962,14465.34155171,9852.57624958,8618.64061668,11330.36109753,3076.3283991002,16293.46060454,9751.496,39210.36910248466
2017-03-12 00:00:00 UTC,5057.48,18659.7741228,9625.04310166999,4867.9940166,6527.38951135,7396.57824033998,1209.4949463096,10066.80511872,6471.49800000001,22747.520304012138
2017-03-13 00:00:00 UTC,5089.676,22053.441851,12534.66385654,8805.89655148999,6559.88135853,10570.6584304399,2508.7041033891,16947.11888468,9975.47200000002,36171.23000002613
2017-03-14 00:00:00 UTC,5395.557,17971.76324106,11097.91955293,6775.1813223,6492.15174571,7835.95875030999,2234.4956471314,10152.88448303,4915.686,25245.95532217646
2017-03-15 00:00:00 UTC,5840.52,15539.54409344,10757.21497127,6924.40598596,4970.16596968,8114.95138795,2791.1913870202,10018.43684151,4041.455,25937.54892001552
2017-03-16 00:00:00 UTC,6435.211,50804.1927180602,17965.5659719599,12352.24285035,17044.96880624,18376.5626160399,6009.8541333242,31812.79822044,10773.415,53224.43927898372
2017-03-17 00:00:00 UTC,6878.878,59231.7153708901,21791.3380258299,11168.08435459,19502.90526545,21486.7425722498,7825.126545726,36807.89831389,19717.5749999999,72930.11041314536
2017-03-18 00:00:00 UTC,7393.14,86304.2138324605,27581.41617469,12778.3138449,24536.07399749,26931.02988486,5799.3021961043,42257.0083103501,27823.1140000001,86707.71860893196
2017-03-19 00:00:00 UTC,14214.812,39795.23290009,21495.8099143999,11067.53563652,14172.5686638,15235.41163577,2225.1419691366,23291.19666878,11258.655,44511.19644484625
2017-03-20 00:00:00 UTC,6366.901,20254.68638617,17101.23183858,8519.15738534999,8716.81420544,10232.45717993,2569.4337667981,17502.91180837,5840.58899999999,33941.99089337638
2017-03-21 00:00:00 UTC,5240.154,32518.97229576,18542.63670481,10759.67818262,13022.46933558,14115.5066832,5529.2673291495,19760.93119021,9076.42599999999,38605.23076745403
2017-03-22 00:00:00 UTC,6079.803,41325.11952863,25476.1766795199,13542.09117182,16473.01830563,16183.49857594,6072.3742672568,25620.1230335,13554.826,53468.66976863863
2017-03-23 00:00:00 UTC,5496.318,19267.70015401,23649.51703131,9426.70388147,6732.47557326,8775.55050618999,3873.2456988831,12307.59130047,6414.612,28734.432138218395
2017-03-24 00:00:00 UTC,5650.544,43419.89142884,24372.8844834399,14541.94977303,17912.28183826,21300.73502708,5520.9662952307,27547.22106383,15732.535,67183.92641251562
2017-03-25 00:00:00 UTC,5846.747,45594.23914232,22444.4561102699,15503.74021214,15563.39680549,18242.25435092,3978.8080471408,27152.42904227,15810.21,58647.0656552953
2017-03-26 00:00:00 UTC,5503.26,33218.58551014,20724.9345056999,15545.87086451,10166.914679,10705.57231799,3442.3193827543,16420.61073607,10270.359,37815.78843797541
2017-03-27 00:00:00 UTC,5225.125,31918.34553246,19143.5577738299,13298.45181724,9801.3896098,11538.9679862,5114.0868187611,18369.92480064,12100.627,47494.30695003486
2017-03-28 00:00:00 UTC,5239.029,25249.28777688,15771.08160591,14718.160088,10467.16280985,10336.8564919,6806.3721478416,19652.89185853,9207.48899999999,42171.115657795985
2017-03-29 00:00:00 UTC,5755.831,22180.96777516,16336.9328648799,14333.11754588,11115.95659415,9783.91957035999,5048.6604873206,15888.85571904,9707.83299999999,40370.40287459095
2017-03-30 00:00:00 UTC,5736.849,24797.68609909,11367.67984711,9794.17306320999,10101.20330498,9251.98015242,5146.8426042511,12347.60302757,16892.807,44798.79347003646
2017-03-31 00:00:00 UTC,5679.613,27499.60673207,11119.34291231,17164.17725185,13462.76241892,12511.961668,5101.995692576,18181.58185262,14641.326,47237.67453165499
2017-04-01 00:00:00 UTC,5503.344,16912.39970239,10928.4055145,11471.51019002,6005.77165663,7453.11269388,2174.0290581661,10872.52343835,13376.897,35711.5565798007
2017-04-02 00:00:00 UTC,5500.54,20419.58344985,6712.5446793,9764.89195677999,9294.31734483,8593.34705731999,1938.9398114093,11188.47756738,9215.308,31206.80275008887
